"","UniqueID","NEAR_DIST"
"155","OD_1_01173300",24504.0033
"156","OD_1_01172700",24328.72027
"157","OD_1_01173400",24216.01315
"158","OD_1_01175500",24632.08592
"159","OD_1_01184900",23882.04234
"160","OD_1_01185600",21896.52243
"161","OD_1_01173500",24049.58768
"162","OD_1_01188400",22157.59057
"163","OD_1_01185700",22058.03085
"164","OD_1_01185000",23504.86638
"165","OD_1_01175700",24811.32561
"166","OD_1_01179300",22795.79512
"167","OD_1_01186100",20147.34514
"168","OD_1_01173800",23459.42747
"169","OD_1_01185800",21451.83515
"170","OD_1_01179700",23869.57093
"171","OD_1_01175600",24631.2216
"172","OD_1_01187800",19564.05473
"173","OD_1_01186700",17792.77461
"174","OD_1_01179800",22784.47015
"175","OD_1_01188200",21178.44791
"176","OD_1_01174000",23790.26989
"177","OD_1_01173600",23662.97014
"178","OD_1_01186600",18247.50727
"179","OD_1_01179600",23532.39013
"180","OD_1_01174100",23214.91549
"181","OD_1_01176200",23950.95911
"182","OD_1_01173700",23007.87274
"183","OD_1_01186000",19625.12218
"184","OD_1_01257700",25869.99542
"185","OD_1_01186300",19029.32682
"186","OD_1_01187600",19347.63545
"187","OD_1_01176100",23546.85429
"188","OD_1_01176400",23471.71165
"189","OD_1_01179500",23122.25429
"190","OD_1_01178900",22568.45838
"191","OD_1_01176500",23074.98198
"192","OD_1_01187500",19345.67464
"193","OD_1_01187200",17910.11544
"194","OD_1_01259200",24007.76004
"195","OD_1_01176700",22700.81813
"196","OD_1_01179400",22534.95015
"197","OD_1_01179200",22128.54818
"198","OD_1_01187400",18147.61662
"199","OD_1_01259900",24384.65816
"200","OD_1_01186800",16420.33286
"201","OD_1_01176600",23072.24525
"202","OD_1_01257600",25326.1286
"203","OD_1_01187000",16823.86417
"204","OD_1_01259800",24084.76686
"205","OD_1_01179900",22278.04089
"206","OD_1_01188300",21287.77898
"207","OD_1_01177200",22807.81767
"208","OD_1_01187700",17931.24549
"209","OD_1_01179100",22244.06525
"210","OD_1_01260000",24546.20069
"211","OD_1_01259400",23942.63918
"212","OD_1_01258300",23059.96266
"213","OD_1_01258400",22788.36527
"214","OD_1_01188700",20713.8611
"215","OD_1_01186900",16273.0191
"216","OD_1_01258500",22874.70591
"217","OD_1_01259100",23041.28425
"218","OD_1_01188100",20125.44284
"219","OD_1_01188000",20679.03453
"220","OD_1_01258200",23219.85574
"221","OD_1_01180000",21584.77698
"222","OD_1_01258600",22316.9687
"223","OD_1_01259300",23628.57535
"224","OD_1_01259600",23744.98729
"225","OD_1_01178800",22312.4498
"226","OD_1_01177100",22191.50798
"227","OD_1_01188600",21261.47596
"228","OD_1_01189700",19292.19035
"229","OD_1_01258700",22618.04573
"230","OD_1_01188500",21711.95625
"231","OD_1_01178700",21623.63793
"232","OD_1_01179000",21337.61569
"233","OD_1_01176800",21744.37921
"234","OD_1_01242700",22217.98274
"235","OD_1_01180200",21231.16941
"236","OD_1_01189100",20733.23045
"237","OD_1_01187900",19428.92016
"238","OD_1_01187300",17218.55794
"239","OD_1_01260200",24042.29009
"240","OD_1_01180100",21154.3226
"241","OD_1_01259000",22726.83627
"242","OD_1_01181200",20514.02257
"243","OD_1_01258800",22318.4763
"244","OD_1_01190200",17694.69164
"245","OD_1_01187100",17042.60774
"246","OD_1_01178600",21120.77438
"247","OD_1_01177400",22016.09599
"248","OD_1_01177300",21997.88523
"249","OD_1_01188800",20218.45506
"250","OD_1_01177500",22000.56676
"251","OD_1_01177000",21715.8403
"252","OD_1_01242800",21543.20198
"253","OD_1_01178200",21346.82544
"254","OD_1_01258900",22301.86338
"255","OD_1_01262700",22382.00735
"256","OD_1_01260400",23966.69869
"257","OD_1_01259500",23006.34777
"258","OD_1_01177700",21562.43221
"259","OD_1_01261800",23250.97819
"260","OD_1_01177600",21240.90446
"261","OD_1_01190800",15903.30942
"262","OD_1_01262000",23219.175
"263","OD_1_01190300",17758.47457
"264","OD_1_01242600",21334.72714
"265","OD_1_01189800",19177.21548
"266","OD_1_01262900",22217.37681
"267","OD_1_01181100",20913.05969
"268","OD_1_01260100",23773.43882
"269","OD_1_01261900",23507.64826
"270","OD_1_01180300",19675.11449
"271","OD_1_01260500",23988.73001
"272","OD_1_01190100",17627.88804
"273","OD_1_01188900",20021.90624
"274","OD_1_01242000",21665.0548
"275","OD_1_01176900",21353.74219
"276","OD_1_01242500",20989.34353
"277","OD_1_01242100",20921.35395
"278","OD_1_01263200",21675.69095
"279","OD_1_01191100",14946.16628
"280","OD_1_01263000",22007.47351
"281","OD_1_01181000",20268.76367
"282","OD_1_01263100",21840.02534
"283","OD_1_01180400",20377.89
"284","OD_1_01261700",22963.47871
"285","OD_1_01189900",18313.48454
"286","OD_1_01189000",19860.40378
"287","OD_1_01178300",20982.89071
"288","OD_1_01262100",22795.09614
"289","OD_1_01190900",15413.64318
"290","OD_1_01190400",16618.88076
"291","OD_1_01180900",19720.25524
"292","OD_1_01191000",15043.97483
"293","OD_1_01189600",18771.00921
"294","OD_1_01262800",21978.30592
"295","OD_1_01178400",20638.62321
"296","OD_1_01241900",21209.68482
"297","OD_1_01261600",23244.24464
"298","OD_1_01262200",22462.20134
"299","OD_1_01263400",21877.84871
"300","OD_1_01178500",20334.7719
"301","OD_1_01177800",20238.21971
"302","OD_1_01178100",20283.86492
"303","OD_1_01261000",23046.66944
"304","OD_1_01261200",22611.19907
"305","OD_1_01180800",20033.40419
"306","OD_1_01263500",21481.05886
"307","OD_1_01190000",18006.76321
"308","OD_1_01261100",23094.80538
"309","OD_1_01263300",21186.8268
"310","OD_1_01189400",19288.47133
"311","OD_1_01189200",19855.21468
"312","OD_1_01193800",16081.33517
"313","OD_1_01260900",22989.65974
"314","OD_1_01191300",13564.23037
"315","OD_1_01261500",22592.06793
"316","OD_1_01181300",19803.37849
"317","OD_1_01192300",14063.8728
"318","OD_1_01190500",16050.75302
"319","OD_1_01241800",20769.99701
"320","OD_1_01241600",20469.62946
"321","OD_1_01262600",21292.27967
"322","OD_1_01262500",21496.90955
"323","OD_1_01189300",19449.18948
"324","OD_1_01263600",20962.17484
"325","OD_1_01178000",20093.37882
"326","OD_1_01263800",19680.92361
"327","OD_1_01180700",19273.26521
"328","OD_1_01261300",22127.91834
"329","OD_1_01262300",22088.30903
"330","OD_1_01190700",15250.05419
"331","OD_1_01242900",19087.11922
"332","OD_1_01181900",19729.14915
"333","OD_1_01265200",22857.72709
"334","OD_1_01265100",22111.16587
"335","OD_1_01190600",15715.77209
"336","OD_1_01180500",18484.36383
"337","OD_1_01262400",21858.13329
"338","OD_1_01177900",19552.44135
"339","OD_1_01241700",20088.18947
"340","OD_1_01243000",19028.17909
"341","OD_1_01261400",21946.30212
"342","OD_1_01192400",14294.07423
"343","OD_1_01242400",20051.90469
"344","OD_1_01189500",18687.00097
"345","OD_1_00990300",24856.78388
"346","OD_1_01263900",19571.64919
"347","OD_1_01181400",19279.96596
"348","OD_1_01193600",15375.81348
"349","OD_1_01182000",18937.77476
"350","OD_1_01244700",19096.91795
"351","OD_1_01263700",20090.83376
"352","OD_1_01181600",19137.62935
"353","OD_1_01194300",18271.67675
"354","OD_1_01193700",15596.55659
"355","OD_1_01194000",16731.5221
"356","OD_1_01183000",18835.47341
"357","OD_1_01264000",20864.90142
"358","OD_1_01194100",17059.46763
"359","OD_1_01264500",21170.61922
"360","OD_1_01264600",21525.4748
"361","OD_1_01265000",21546.43931
"362","OD_1_01242300",19010.13106
"363","OD_1_01242200",19618.6015
"364","OD_1_01192100",12489.36389
"365","OD_1_01180600",18541.98499
"366","OD_1_01181700",18718.75675
"367","OD_1_01192000",12388.52347
"368","OD_1_01181500",18498.61992
"369","OD_1_01193000",13842.58891
"370","OD_1_01193100",14294.0013
"371","OD_1_01193500",15068.98307
"372","OD_1_01192200",12713.89414
"373","OD_1_01181800",18759.56673
"374","OD_1_01182900",18402.36599
"375","OD_1_01183100",17970.58787
"376","OD_1_01244500",19275.54948
"377","OD_1_01194200",17893.18328
"378","OD_1_01243500",18873.30499
"379","OD_1_01244900",19002.92796
"380","OD_1_01244400",19294.6555
"381","OD_1_01244300",19029.09467
"382","OD_1_01193900",16330.07772
"383","OD_1_01183200",17738.41409
"384","OD_1_01182700",18204.72431
"385","OD_1_01194400",17529.10268
"386","OD_1_01192600",13342.21588
"387","OD_1_01192700",13476.32716
"388","OD_1_01192500",12981.24726
"389","OD_1_01195000",16657.10502
"390","OD_1_01182800",17501.34958
"391","OD_1_01182100",18125.47952
"392","OD_1_01182600",17809.87158
"393","OD_1_01264700",20849.67427
"394","OD_1_01264100",20176.18157
"395","OD_1_01243100",18189.60835
"396","OD_1_01195100",17167.54243
"397","OD_1_01183300",16811.55196
"398","OD_1_01191800",11074.02886
"399","OD_1_01264400",20191.26706
"400","OD_1_01193200",14444.8061
"401","OD_1_01264900",20638.90363
"402","OD_1_01243200",18189.99097
"403","OD_1_01264800",20376.63545
"404","OD_1_01244600",17880.49445
"405","OD_1_01191900",11491.71861
"406","OD_1_01265400",21193.9694
"407","OD_1_01184400",16835.79236
"408","OD_1_01243400",18396.77928
"409","OD_1_01264200",19343.9749
"410","OD_1_01244200",18509.40981
"411","OD_1_01244800",18325.59769
"412","OD_1_01243300",17576.14155
"413","OD_1_01182400",17244.19179
"414","OD_1_01243600",17704.1394
"415","OD_1_01182200",17314.82583
"416","OD_1_01243700",18306.38166
"417","OD_1_01194500",16543.3491
"418","OD_1_01192800",12417.81286
"419","OD_1_01182300",17613.45276
"420","OD_1_01195600",16174.38926
"421","OD_1_01195700",15942.83709
"422","OD_1_01182500",16816.07816
"423","OD_1_01193300",13349.4851
"424","OD_1_01268900",21430.03307
"425","OD_1_01196700",10912.23037
"426","OD_1_01193400",13887.4204
"427","OD_1_01270200",20431.58042
"428","OD_1_01195800",15103.48837
"429","OD_1_01183600",16376.62468
"430","OD_1_01268800",21584.32327
"431","OD_1_01244100",17084.89213
"432","OD_1_01269000",21035.57217
"433","OD_1_01192900",12911.55208
"434","OD_1_01201200",15701.07347
"435","OD_1_01268200",22516.93633
"436","OD_1_01184500",16703.26797
"437","OD_1_01243800",17710.40978
"438","OD_1_01196600",10318.15656
"439","OD_1_01271000",19741.85644
"440","OD_1_01264300",19537.31054
"441","OD_1_01196000",14608.91169
"442","OD_1_01183400",16345.50668
"443","OD_1_01195500",16078.30619
"444","OD_1_01183500",15478.56651
"445","OD_1_01195200",16468.26011
"446","OD_1_01196400",11101.14993
"447","OD_1_01194700",16000.16821
"448","OD_1_01269100",20774.90456
"449","OD_1_01196500",11085.70527
"450","OD_1_01196200",13739.84564
"451","OD_1_01184300",16174.95693
"452","OD_1_01184100",16033.2448
"453","OD_1_01271100",19109.57202
"454","OD_1_01195900",14408.9487
"455","OD_1_01194600",16189.64491
"456","OD_1_01196800",10264.35156
"457","OD_1_01268600",21599.98042
"458","OD_1_01270800",19567.48942
"459","OD_1_01243900",17197.42461
"460","OD_1_01268700",20978.48388
"461","OD_1_01196300",12016.4442
"462","OD_1_01221100",16472.53751
"463","OD_1_01221200",16204.91973
"464","OD_1_01221000",16349.42049
"465","OD_1_01221300",15725.27664
"466","OD_1_01269200",20367.05469
"467","OD_1_01220300",15929.20761
"468","OD_1_01271400",18842.00101
"469","OD_1_01268400",21805.4866
"470","OD_1_01245100",17286.98207
"471","OD_1_01197000",9719.080194
"472","OD_1_01183700",16072.70439
"473","OD_1_01244000",16852.60052
"474","OD_1_01245000",17894.55175
"475","OD_1_01268300",21458.32841
"476","OD_1_01220200",16475.31303
"477","OD_1_01221600",15177.27981
"478","OD_1_01270100",20131.21304
"479","OD_1_01196100",12956.06298
"480","OD_1_01195300",16200.01543
"481","OD_1_01222000",15625.57608
"482","OD_1_01271500",18202.23785
"483","OD_1_01196900",10045.19925
"484","OD_1_01184200",14922.11892
"485","OD_1_01269600",20482.06802
"486","OD_1_01246200",15876.64217
"487","OD_1_01269300",21133.62044
"488","OD_1_01245800",16367.11419
"489","OD_1_01269700",20061.46493
"490","OD_1_01270000",19481.36003
"491","OD_1_01271700",18034.43155
"492","OD_1_01200800",12810.17558
"493","OD_1_01273400",20762.89289
"494","OD_1_01271800",16998.65719
"495","OD_1_01195400",15440.81663
"496","OD_1_01222200",14897.68151
"497","OD_1_01198100",9675.164589
"498","OD_1_01270300",19353.32834
"499","OD_1_01270400",19104.96065
"500","OD_1_01271300",18316.27745
"501","OD_1_01194800",15094.44942
"502","OD_1_01194900",15534.94315
"503","OD_1_01198200",9747.978966
"504","OD_1_01271600",17380.33482
"505","OD_1_01245400",15621.30386
"506","OD_1_01245700",16245.15792
"507","OD_1_01222100",15058.93286
"508","OD_1_01270700",18810.7514
"509","OD_1_01199700",10989.13293
"510","OD_1_01245200",16336.5374
"511","OD_1_01220500",15804.60398
"512","OD_1_01199600",10862.58887
"513","OD_1_01272400",17434.83895
"514","OD_1_01220900",15509.40778
"515","OD_1_01220400",15473.70884
"516","OD_1_01184000",14197.74786
"517","OD_1_01200700",11932.95058
"518","OD_1_01269500",20241.55621
"519","OD_1_01220600",15505.40278
"520","OD_1_01269900",19481.66581
"521","OD_1_01197300",8708.129133
"522","OD_1_01201400",14349.47669
"523","OD_1_01221700",15092.69231
"524","OD_1_01245900",15487.74197
"525","OD_1_01221400",15307.04124
"526","OD_1_01270500",18705.65191
"527","OD_1_01198000",9024.693516
"528","OD_1_01220800",15136.00326
"529","OD_1_01201100",13993.38758
"530","OD_1_01245500",14774.38968
"531","OD_1_01201500",14799.82193
"532","OD_1_01269800",19429.51122
"533","OD_1_01199800",10745.29274
"534","OD_1_01245600",15723.06652
"535","OD_1_01270600",18350.32954
"536","OD_1_01199500",10364.04174
"537","OD_1_01183800",14687.52198
"538","OD_1_01225200",14748.15638
"539","OD_1_01273200",19529.7019
"540","OD_1_01198800",10002.07601
"541","OD_1_01272700",18996.02591
"542","OD_1_01221900",14396.23657
"543","OD_1_01220700",14714.63544
"544","OD_1_01200600",10946.82465
"545","OD_1_01199900",11217.80013
"546","OD_1_01221500",14873.95209
"547","OD_1_01221800",14333.24529
"548","OD_1_01273600",19631.74369
"549","OD_1_01201300",13927.34453
"550","OD_1_01272600",18784.70436
"551","OD_1_01272500",18056.7651
"552","OD_1_01201700",13240.09871
"553","OD_1_01198700",9449.371492
"554","OD_1_01245300",14913.63915
"555","OD_1_01273300",19457.89336
"556","OD_1_01201600",14411.62211
"557","OD_1_01198900",9502.343615
"558","OD_1_01272300",16771.72613
"559","OD_1_01271900",15933.34815
"560","OD_1_01246300",14285.43815
"561","OD_1_01224700",14040.09788
"562","OD_1_01223300",13624.38242
"563","OD_1_01246000",14877.92426
"564","OD_1_01224000",14153.15326
"565","OD_1_01201900",13267.19719
"566","OD_1_01224100",14143.32255
"567","OD_1_01223000",13293.97601
"568","OD_1_01272200",16022.46497
"569","OD_1_01183900",13721.30063
"570","OD_1_01199400",9854.341128
"571","OD_1_01200900",11669.37534
"572","OD_1_01246100",14882.33656
"573","OD_1_01273000",18602.41546
"574","OD_1_01223100",13772.80843
"575","OD_1_01201000",13338.83053
"576","OD_1_01197800",8197.884634
"577","OD_1_01198300",8747.436119
"578","OD_1_01198600",8852.487028
"579","OD_1_01272900",18945.87495
"580","OD_1_01200000",10397.02213
"581","OD_1_01223700",13678.87147
"582","OD_1_01223200",13398.44375
"583","OD_1_01246500",14523.50576
"584","OD_1_01246400",14465.75827
"585","OD_1_01273100",18762.53055
"586","OD_1_01223600",13094.51196
"587","OD_1_01272800",18274.87808
"588","OD_1_01224600",13290.56174
"589","OD_1_01273500",18811.96056
"590","OD_1_01202200",12390.4715
"591","OD_1_01275900",16216.29539
"592","OD_1_01197500",7638.962588
"593","OD_1_01224200",13679.06893
"594","OD_1_01225000",13827.41142
"595","OD_1_01248000",14037.14568
"596","OD_1_01276000",16730.66289
"597","OD_1_01223900",13408.55967
"598","OD_1_01222400",12775.00731
"599","OD_1_01276100",16721.98162
"600","OD_1_01247900",13765.9678
"601","OD_1_01275700",16784.72372
"602","OD_1_01200100",9703.79518
"603","OD_1_01199100",8952.299365
"604","OD_1_01197900",8235.842963
"605","OD_1_01224300",13336.83642
"606","OD_1_01205100",7925.936911
"607","OD_1_01199000",8839.06153
"608","OD_1_01198400",8498.603912
"609","OD_1_01202100",11594.08084
"610","OD_1_01226700",12430.99786
"611","OD_1_01225100",13724.03535
"612","OD_1_01247800",13811.34661
"613","OD_1_01225300",12938.1678
"614","OD_1_01223800",12538.33467
"615","OD_1_01246600",14191.10085
"616","OD_1_01276300",15390.99772
"617","OD_1_01199200",9048.312181
"618","OD_1_01272000",14899.99483
"619","OD_1_01222900",12743.85866
"620","OD_1_01289100",20846.79298
"621","OD_1_01202900",10493.89376
"622","OD_1_01246700",13837.25324
"623","OD_1_01201800",13046.05413
"624","OD_1_01275000",18086.1256
"625","OD_1_01273800",19025.39816
"626","OD_1_01274000",18725.15964
"627","OD_1_01275100",17786.72006
"628","OD_1_01204500",8428.66959
"629","OD_1_01223500",12781.11366
"630","OD_1_01198500",8361.891581
"631","OD_1_01224900",13055.47943
"632","OD_1_01197700",7483.617268
"633","OD_1_01247700",13630.23992
"634","OD_1_01200200",9595.284247
"635","OD_1_01199300",9066.860501
"636","OD_1_01197600",7174.517037
"637","OD_1_01276500",14751.22973
"638","OD_1_01200400",10177.58067
"639","OD_1_01223400",12645.86996
"640","OD_1_01200300",9776.914863
"641","OD_1_01224400",13118.45653
"642","OD_1_01246800",12861.59493
"643","OD_1_01222300",12652.38976
"644","OD_1_01276200",15842.33328
"645","OD_1_01273900",19140.8036
"646","OD_1_01224800",12988.86822
"647","OD_1_01275600",17012.74429
"648","OD_1_01272100",15314.69958
"649","OD_1_01204700",8087.509863
"650","OD_1_01203400",8828.963741
"651","OD_1_01276400",14935.64319
"652","OD_1_01224500",12724.01822
"653","OD_1_01200500",10048.87453
"654","OD_1_01206100",7100.912965
"655","OD_1_01274600",17665.08129
"656","OD_1_01205200",7566.507516
"657","OD_1_01203800",8651.529613
"658","OD_1_01222600",11950.9818
"659","OD_1_01274100",18059.53445
"660","OD_1_01204600",7844.288003
"661","OD_1_01206000",7181.866125
"662","OD_1_01206200",6792.257397
"663","OD_1_01202300",10605.63566
"664","OD_1_01227100",12021.95664
"665","OD_1_01205700",6582.110658
"666","OD_1_01288800",17997.39498
"667","OD_1_01277300",15323.44075
"668","OD_1_01205300",7374.621443
"669","OD_1_01225600",12534.99286
"670","OD_1_01204400",7967.620519
"671","OD_1_01274900",17220.70801
"672","OD_1_01205900",6813.571243
"673","OD_1_01203700",8865.179284
"674","OD_1_01204300",8062.447938
"675","OD_1_01205800",7212.937935
"676","OD_1_01222800",11799.03396
"677","OD_1_01226400",12371.65626
"678","OD_1_01288700",18753.43927
"679","OD_1_01203000",9555.244409
"680","OD_1_01227300",11749.92384
"681","OD_1_01226300",12072.09986
"682","OD_1_01222500",11486.41938
"683","OD_1_01275200",17030.21772
"684","OD_1_01225500",12340.82414
"685","OD_1_01203100",9300.295086
"686","OD_1_01275500",16219.23555
"687","OD_1_01228400",11604.31559
"688","OD_1_01205000",6847.172546
"689","OD_1_01204200",7945.866447
"690","OD_1_01226600",11731.88403
"691","OD_1_01277200",14866.16057
"692","OD_1_01226500",11763.67881
"693","OD_1_01204800",7167.50531
"694","OD_1_01274200",17848.56985
"695","OD_1_01275400",15797.54625
"696","OD_1_01202000",11343.50562
"697","OD_1_01275800",15559.16688
"698","OD_1_01203900",8366.808324
"699","OD_1_01203200",9098.963059
"700","OD_1_01202400",10327.70468
"701","OD_1_01228500",11797.20076
"702","OD_1_01225700",11897.14505
"703","OD_1_01275300",16703.69302
"704","OD_1_01247100",12137.87718
"705","OD_1_01276600",14222.69033
"706","OD_1_01276900",13527.67477
"707","OD_1_01204000",7873.000638
"708","OD_1_01277100",14420.05252
"709","OD_1_01227200",11032.15454
"710","OD_1_01274300",17535.1183
"711","OD_1_01203600",8435.993421
"712","OD_1_01225400",11746.0769
"713","OD_1_01276700",13325.89026
"714","OD_1_01222700",11334.00835
"715","OD_1_01277000",13816.58408
"716","OD_1_01289200",19601.65943
"717","OD_1_01206400",5864.133129
"718","OD_1_01202600",9756.197073
"719","OD_1_01246900",11864.69709
"720","OD_1_01248100",13742.22295
"721","OD_1_01211000",9028.139788
"722","OD_1_01274500",17225.3866
"723","OD_1_01289400",18040.82266
"724","OD_1_01250300",11190.06485
"725","OD_1_01250100",12502.47408
"726","OD_1_01274700",16602.1356
"727","OD_1_01247600",12416.32071
"728","OD_1_01227700",10758.88522
"729","OD_1_01204900",7262.384448
"730","OD_1_01278600",16495.73136
"731","OD_1_01227400",11024.82065
"732","OD_1_01202500",10099.92248
"733","OD_1_01202700",9201.53464
"734","OD_1_01278400",16001.45482
"735","OD_1_01205600",5813.13136
"736","OD_1_01226000",11133.44733
"737","OD_1_01227000",11184.22733
"738","OD_1_01247500",12005.33749
"739","OD_1_01248200",14165.72787
"740","OD_1_01226200",11348.29177
"741","OD_1_01228300",11036.70924
"742","OD_1_01289300",18782.35743
"743","OD_1_01226900",10610.90284
"744","OD_1_01277400",14454.67906
"745","OD_1_01226100",10799.96267
"746","OD_1_01203500",7905.52259
"747","OD_1_01225800",11474.76401
"748","OD_1_01205500",5975.687272
"749","OD_1_01228100",10376.72902
"750","OD_1_01226800",10747.76004
"751","OD_1_01205400",5977.265396
"752","OD_1_01203300",8356.800369
"753","OD_1_01274400",17343.24383
"754","OD_1_01212300",10034.919
"755","OD_1_01230100",9170.658856
"756","OD_1_01202800",9343.022293
"757","OD_1_01231000",11201.43061
"758","OD_1_01207400",5288.714529
"759","OD_1_01211100",9583.72204
"760","OD_1_01210300",7204.225448
"761","OD_1_01204100",6935.58756
"762","OD_1_01212200",10970.51013
"763","OD_1_01279500",16510.85633
"764","OD_1_01274800",15868.72864
"765","OD_1_01212100",10496.27709
"766","OD_1_01225900",11189.8696
"767","OD_1_01277500",14616.71845
"768","OD_1_01228600",10390.71454
"769","OD_1_01278700",15666.45684
"770","OD_1_01279700",16213.04686
"771","OD_1_01212500",9987.788026
"772","OD_1_01228200",10460.3834
"773","OD_1_01207500",5271.375978
"774","OD_1_01211200",9210.653279
"775","OD_1_01247400",11383.39692
"776","OD_1_01208600",6096.138469
